age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
38,2,215392,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,45,United-States,>50K
35,2,183279,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,1,173050,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
56,2,157786,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K
50,2,233363,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
28,2,107411,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
31,2,414525,8,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,60,United-States,<=50K
41,2,43467,13,Divorced,Other-service,Not-in-family,White,Female,0,0,99,United-States,<=50K
62,3,191520,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States,>50K
25,2,266820,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,<=50K
32,2,207284,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,2,245147,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
28,2,125527,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,2,119359,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40,South,>50K
47,2,329144,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States,<=50K
62,2,247483,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
25,2,224203,7,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K
32,2,155151,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
38,2,203836,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K
75,4,242108,9,Divorced,Sales,Not-in-family,White,Male,2346,0,15,United-States,<=50K
31,2,59496,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
29,2,131088,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,3,173664,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27,2,285897,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K
41,4,226505,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
60,2,266983,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
35,2,184655,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,2,98228,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
41,2,144947,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
46,5,238648,9,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,40,United-States,>50K
24,2,744929,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
29,2,202878,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,40,United-States,<=50K
47,4,208407,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,30,United-States,<=50K
38,2,313914,13,Separated,Farming-fishing,Unmarried,White,Female,0,0,45,United-States,<=50K
36,2,33355,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
23,2,250630,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,2,174201,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,5,193241,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1651,40,United-States,<=50K
70,4,150886,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
41,2,178983,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
54,2,103580,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,2,117381,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K
31,5,203572,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
35,2,129305,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
33,3,239018,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
67,2,166591,9,Divorced,Priv-house-serv,Unmarried,Black,Female,1848,0,99,United-States,<=50K
45,2,101320,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
34,0,199934,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
53,2,151864,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,2,138760,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
32,3,195447,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
42,2,190403,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,Canada,<=50K
37,2,138105,9,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
33,2,355856,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
31,2,37546,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,35,United-States,>50K
52,2,83984,10,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
20,2,227626,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
22,2,268707,7,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,42,United-States,<=50K
17,2,168807,6,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
43,2,234220,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,Cuba,<=50K
34,2,103651,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
48,2,99096,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,1590,38,United-States,<=50K
21,4,25631,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
39,1,177728,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,2,168170,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
44,2,238188,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,4,151809,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
26,2,146343,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
36,2,75826,6,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,2,67234,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K
45,2,82797,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
37,2,186934,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
23,0,244480,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K
20,2,347391,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,60,United-States,<=50K
42,4,177307,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,>50K
47,4,304223,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17,1,161955,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,30,United-States,<=50K
20,2,217467,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
33,2,170769,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,2,232900,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
67,5,261203,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
19,2,55284,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,<=50K
32,2,30433,13,Never-married,Tech-support,Other-relative,White,Female,0,0,72,United-States,<=50K
38,2,171482,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,50,United-States,<=50K
21,2,300445,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
47,2,218435,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,20,Cuba,<=50K
40,2,301359,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
19,2,136391,9,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K
41,1,26669,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,2,207853,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,65,United-States,>50K
54,2,86837,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K
45,2,128378,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
37,2,37109,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines,<=50K
27,2,185127,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
29,2,136985,12,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
30,2,198265,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
22,2,70160,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,2,125831,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States,<=50K
30,2,180374,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
26,2,35917,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
35,1,742903,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,2,366088,5,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
45,3,107231,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
26,5,121789,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
44,5,484879,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
31,2,169085,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States,<=50K
46,2,173243,10,Married-civ-spouse,Tech-support,Husband,White,Male,5178,0,40,United-States,>50K
22,2,276494,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,2,200992,10,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
20,4,112137,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,20,South,<=50K
55,5,181641,10,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,37,United-States,<=50K
42,2,383493,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
55,4,183810,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
67,3,76860,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22,2,124971,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,2,196554,15,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,0,96219,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
55,2,227158,13,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
34,2,195860,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,5,181096,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,20,United-States,<=50K
60,2,166386,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong,<=50K
43,2,184846,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,60,United-States,<=50K
53,2,283602,13,Divorced,Sales,Not-in-family,White,Female,13550,0,43,United-States,>50K
26,1,214215,7,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,50,United-States,<=50K
52,3,234286,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
27,2,132805,6,Never-married,Sales,Other-relative,White,Male,0,1980,40,United-States,<=50K
50,2,92811,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
59,2,118358,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,2,126364,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
59,2,169133,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
36,2,29984,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,2,167140,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50K
30,2,236861,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,<=50K
25,2,90291,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
37,2,117381,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,2,141698,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
60,1,195409,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,52,United-States,>50K
48,2,325372,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Portugal,<=50K
33,2,479600,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
32,2,224462,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,<=50K
23,2,172047,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
35,2,126675,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
21,2,184756,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
18,2,114828,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States,<=50K
56,4,19896,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,<=50K
41,2,185267,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,2,60639,10,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
35,2,34996,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
20,2,114874,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
28,2,190911,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,4,110844,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
53,2,470368,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K
30,2,259425,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
52,0,302661,12,Widowed,Exec-managerial,Unmarried,White,Male,13550,0,40,United-States,>50K
34,1,284843,9,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,United-States,<=50K
48,2,101299,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,2,137547,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
27,2,214858,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,55,United-States,<=50K
22,2,170583,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
63,3,110890,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
62,1,117292,14,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,45,United-States,>50K
29,5,33798,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
17,2,134829,7,Never-married,Other-service,Own-child,White,Male,2176,0,20,United-States,<=50K
52,4,123011,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
33,2,594187,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
59,2,167963,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
51,2,44000,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,50,United-States,>50K
28,2,119793,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,2,116358,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
23,2,234108,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
37,2,296212,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K
32,1,450141,10,Divorced,Protective-serv,Not-in-family,White,Male,0,1408,40,United-States,<=50K
28,2,297735,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18,1,294605,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,12,United-States,<=50K
47,4,20946,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,2,192010,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
28,4,218555,10,Never-married,Transport-moving,Not-in-family,White,Male,0,1762,40,United-States,<=50K
42,2,124692,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
28,2,160510,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
18,5,272918,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,15,United-States,<=50K
35,2,140564,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
65,4,172906,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
57,1,47392,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,1,311914,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,1,157331,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,2,198660,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999,0,56,United-States,>50K
44,2,26669,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
23,2,53245,13,Never-married,Sales,Not-in-family,White,Male,0,1602,12,United-States,<=50K
42,1,195124,7,Divorced,Sales,Unmarried,White,Male,7430,0,50,Puerto-Rico,>50K
34,2,236543,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29,2,214925,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,<=50K
45,2,123681,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
34,5,61431,8,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
55,2,160662,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K
40,4,154076,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
36,2,170376,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,>50K
54,4,99902,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ireland,<=50K
44,4,445382,10,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
46,2,101455,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
35,2,143589,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
47,2,46857,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,2,69727,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
30,2,154568,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,36,Vietnam,<=50K
57,2,161964,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,2,204322,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
56,2,249751,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
77,3,192230,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
33,2,231826,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
64,2,181530,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,2,35865,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,<=50K
23,1,248344,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K
48,1,219962,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22,0,100345,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States,<=50K
50,2,88926,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5178,0,40,United-States,>50K
31,2,298995,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States,<=50K
24,2,59146,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
70,1,88638,14,Never-married,Prof-specialty,Unmarried,White,Female,7896,0,50,United-States,>50K
30,1,263650,13,Never-married,Sales,Unmarried,Black,Female,0,0,17,United-States,<=50K
27,2,38606,13,Never-married,Sales,Not-in-family,White,Male,0,1504,45,United-States,<=50K
29,2,84366,6,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K
69,1,660461,9,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K
40,2,168113,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,2,269722,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
47,2,427055,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Mexico,>50K
22,2,136824,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,4,442612,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,<=50K
33,2,317809,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,2,73514,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Philippines,<=50K
60,4,122314,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
66,1,140849,9,Widowed,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
23,2,373628,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
21,2,249271,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29,2,264166,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,Mexico,<=50K
25,2,113436,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
43,0,263502,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,4,272165,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,0,363630,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,7688,0,52,United-States,>50K
20,2,637080,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
28,2,218887,9,Never-married,Farming-fishing,Unmarried,White,Female,0,0,35,United-States,<=50K
41,2,266530,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
42,2,347890,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
35,2,133906,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
54,0,27432,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
59,2,35723,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,99999,0,40,United-States,>50K
77,1,120408,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K
40,4,277488,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
25,2,252752,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K
59,2,170104,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
19,2,418324,10,Never-married,Sales,Own-child,White,Male,0,0,36,United-States,<=50K
34,2,339142,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
24,1,248344,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,United-States,<=50K
40,2,145160,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
49,5,247378,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
31,2,164190,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,2,196373,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,2,162327,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
51,2,70767,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
35,2,335704,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
29,2,151382,11,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K
59,2,146391,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
32,2,200246,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,5,145651,10,Never-married,Sales,Own-child,Black,Female,0,1602,12,United-States,<=50K
41,2,289551,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States,>50K
74,2,70234,9,Widowed,Sales,Unmarried,White,Female,0,0,26,United-States,<=50K
45,2,165822,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
41,2,70447,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
29,2,173113,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
34,2,199934,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,7298,0,40,United-States,>50K
37,2,215419,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,>50K
37,2,89718,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
19,2,356272,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
58,2,179715,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,>50K
33,2,48010,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
37,5,195843,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
58,2,225394,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
51,2,84399,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
37,4,119992,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K
22,1,49414,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
54,2,123011,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
48,2,216414,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,70,United-States,>50K
